Category	Ticker	Date	Open	Close	High	Low
Finance	MS	2023-04-19	87.139999	90.449997	90.699997	86.5
Finance	MS	2023-04-20	89.849998	90.43	91.82	89.720001
EVs	TSLA	2023-04-19	179.100006	180.589996	183.5	177.649994
EVs	TSLA	2023-04-20	166.169998	162.990005	169.699997	160.559998
Tech	GOOGL	2023-04-19	103.580002	104.18	104.980003	103.07
Tech	GOOGL	2023-04-20	103.910004	105.290001	106.25	103.870003
