Category	Ticker	Date	Open	Close	High	Low
Health	UNH	2021-08-31	417.0	416.269989	420.73999	414.220001
Health	UNH	2021-09-01	416.540009	417.350006	419.869995	411.23999
Health	UNH	2021-09-02	419.160004	423.709991	424.399994	418.23999
Health	UNH	2021-09-03	421.929993	422.859985	424.0	420.609985
Health	UNH	2021-09-07	420.299988	421.23999	422.26001	417.579987
Health	UNH	2021-09-08	421.190002	415.390015	422.869995	414.200012
Health	UNH	2021-09-09	415.339996	414.549988	420.220001	413.929993
Health	UNH	2021-09-10	415.559998	403.910004	416.0	402.589996
Health	UNH	2021-09-13	407.980011	414.519989	416.809998	406.450012
Health	UNH	2021-09-14	417.589996	412.540009	417.589996	411.369995
Health	UNH	2021-09-15	412.519989	417.519989	421.420013	409.5
Health	UNH	2021-09-16	419.670013	416.839996	423.399994	414.959991
Health	UNH	2021-09-17	414.970001	420.160004	421.089996	414.970001
Health	UNH	2021-09-20	416.920013	412.700012	419.299988	408.720001
Health	UNH	2021-09-21	415.01001	412.339996	418.779999	412.209991
Health	UNH	2021-09-22	404.940002	408.700012	412.0	404.940002
Health	UNH	2021-09-23	409.799988	408.029999	414.850006	407.51001
Health	UNH	2021-09-24	406.940002	407.079987	407.890015	405.230011
Health	UNH	2021-09-27	407.829987	405.269989	412.149994	404.959991
Health	UNH	2021-09-28	402.600006	398.619995	404.0	397.019989
Health	UNH	2021-09-29	397.0	400.410004	401.850006	395.799988
Health	UNH	2021-09-30	401.48999	390.73999	403.48999	390.459991
Health	UNH	2021-10-01	391.600006	392.429993	393.690002	383.119995
Health	UNH	2021-10-04	391.619995	387.01001	395.149994	384.76001
Health	UNH	2021-10-05	389.339996	393.429993	396.01001	389.23999
Health	UNH	2021-10-06	390.75	394.25	394.779999	385.839996
Health	UNH	2021-10-07	396.76001	404.700012	408.170013	396.709991
Health	UNH	2021-10-08	406.410004	408.459991	409.119995	402.640015
Health	UNH	2021-10-11	408.0	404.98999	411.220001	404.209991
Health	UNH	2021-10-12	405.109985	403.23999	408.380005	402.309998
Health	UNH	2021-10-13	403.339996	403.549988	405.309998	398.109985
Health	UNH	2021-10-14	425.660004	420.359985	433.5	417.799988
Health	UNH	2021-10-15	422.049988	428.070007	430.48999	421.5
Health	UNH	2021-10-18	428.0	424.619995	428.0	423.839996
Health	UNH	2021-10-19	426.829987	424.380005	427.820007	423.399994
Health	UNH	2021-10-20	427.0	435.089996	435.529999	426.839996
Health	UNH	2021-10-21	435.5	442.279999	442.5	435.079987
Health	UNH	2021-10-22	440.839996	449.160004	449.290009	440.459991
Health	UNH	2021-10-25	450.0	449.48999	452.640015	446.440002
Health	UNH	2021-10-26	450.48999	454.640015	457.709991	447.589996
Health	UNH	2021-10-27	454.640015	453.480011	460.440002	453.480011
Health	UNH	2021-10-28	453.0	455.440002	457.899994	452.519989
Health	UNH	2021-10-29	454.410004	460.470001	461.390015	453.059998
Health	UNH	2021-11-01	461.820007	454.109985	465.76001	451.179993
Health	UNH	2021-11-02	456.26001	452.040009	456.440002	450.380005
Health	UNH	2021-11-03	450.420013	457.329987	457.519989	447.040009
Health	UNH	2021-11-04	457.600006	456.76001	458.51001	452.160004
Health	UNH	2021-11-05	457.829987	455.809998	461.519989	454.579987
Health	UNH	2021-11-08	456.850006	462.619995	464.190002	454.309998
Health	UNH	2021-11-09	462.619995	464.350006	464.470001	460.290009
Health	UNH	2021-11-10	465.390015	459.899994	466.0	456.630005
Health	UNH	2021-11-11	460.0	457.390015	460.850006	455.440002
Health	UNH	2021-11-12	460.670013	458.98999	461.0	457.079987
Health	UNH	2021-11-15	458.0	450.799988	458.209991	450.5
Health	UNH	2021-11-16	452.98999	449.619995	458.350006	449.369995
Health	UNH	2021-11-17	450.390015	448.950012	453.959991	448.730011
Health	UNH	2021-11-18	448.730011	449.470001	452.809998	447.109985
Health	UNH	2021-11-19	448.130005	440.0	449.450012	439.5
Health	UNH	2021-11-22	442.820007	437.540009	443.75	437.390015
Health	UNH	2021-11-23	436.01001	447.130005	447.519989	436.0
Health	UNH	2021-11-24	446.640015	450.160004	450.980011	445.640015
Health	UNH	2021-11-26	444.920013	439.910004	448.179993	438.209991
Health	UNH	2021-11-29	443.559998	452.0	453.079987	440.549988
Health	UNH	2021-11-30	447.059998	444.220001	451.350006	441.25
Health	UNH	2021-12-01	452.890015	444.339996	455.920013	444.140015
Health	UNH	2021-12-02	443.149994	446.019989	447.890015	439.220001
Health	UNH	2021-12-03	447.769989	449.320007	454.440002	445.170013
Health	UNH	2021-12-06	452.149994	460.109985	461.779999	451.519989
Health	UNH	2021-12-07	462.75	464.730011	465.75	460.230011
Health	UNH	2021-12-08	466.089996	468.859985	470.170013	462.48999
Health	UNH	2021-12-09	468.529999	473.320007	474.480011	467.359985
Health	UNH	2021-12-10	472.0	478.230011	478.480011	471.01001
Health	UNH	2021-12-13	477.019989	478.140015	480.26001	474.01001
Health	UNH	2021-12-14	479.75	479.459991	483.040009	477.179993
Health	UNH	2021-12-15	480.600006	494.380005	495.399994	480.140015
Health	UNH	2021-12-16	494.01001	492.859985	496.959991	490.109985
Health	UNH	2021-12-17	491.420013	487.119995	493.130005	486.380005
Health	UNH	2021-12-20	482.0	483.730011	485.01001	475.26001
Health	UNH	2021-12-21	487.019989	487.209991	489.0	482.200012
Health	UNH	2021-12-22	487.149994	494.130005	495.450012	485.899994
Health	UNH	2021-12-23	495.0	495.380005	498.149994	492.809998
Health	UNH	2021-12-27	498.679993	499.5	500.299988	496.640015
Health	UNH	2021-12-28	502.0	502.940002	505.320007	500.399994
Health	UNH	2021-12-29	504.779999	505.579987	507.220001	502.0
Health	UNH	2021-12-30	507.929993	504.429993	509.230011	503.649994
Health	UNH	2021-12-31	504.140015	502.140015	506.869995	502.040009
Health	UNH	2022-01-03	500.0	502.279999	502.899994	493.049988
Health	UNH	2022-01-04	503.200012	490.899994	503.75	490.880005
Health	UNH	2022-01-05	494.769989	489.690002	497.0	489.690002
Health	UNH	2022-01-06	480.0	469.649994	484.140015	463.119995
Health	UNH	2022-01-07	467.690002	458.600006	467.970001	455.549988
Health	UNH	2022-01-10	456.0	465.0	465.859985	454.440002
Health	UNH	2022-01-11	467.200012	469.0	470.450012	460.670013
Health	UNH	2022-01-12	468.970001	473.720001	475.320007	466.339996
Health	UNH	2022-01-13	475.890015	467.429993	476.549988	465.980011
Health	UNH	2022-01-14	469.890015	468.690002	473.170013	465.079987
Health	UNH	2022-01-18	465.170013	460.98999	465.709991	458.350006
Health	UNH	2022-01-19	468.0	462.519989	475.48999	461.51001
Health	UNH	2022-01-20	464.380005	463.0	471.630005	462.0
Health	UNH	2022-01-21	463.5	461.170013	470.790009	461.070007
Health	UNH	2022-01-24	458.070007	462.269989	464.140015	448.130005
Health	UNH	2022-01-25	454.070007	456.839996	459.48999	447.269989
Health	UNH	2022-01-26	458.450012	458.429993	463.880005	453.450012
Health	UNH	2022-01-27	458.079987	461.600006	468.679993	457.01001
Health	UNH	2022-01-28	461.399994	466.059998	466.279999	455.079987
Health	UNH	2022-01-31	465.0	472.570007	473.179993	464.399994
Health	UNH	2022-02-01	475.0	468.410004	475.0	462.75
Health	UNH	2022-02-02	469.059998	479.779999	481.980011	469.059998
Health	UNH	2022-02-03	498.649994	488.769989	500.179993	483.570007
Health	UNH	2022-02-04	481.75	483.170013	489.630005	480.190002
Health	UNH	2022-02-07	484.910004	483.700012	487.26001	481.299988
Health	UNH	2022-02-08	481.350006	493.410004	495.670013	481.350006
Health	UNH	2022-02-09	497.0	498.100006	500.929993	496.290009
Health	UNH	2022-02-10	492.23999	486.720001	494.220001	485.070007
Health	UNH	2022-02-11	484.679993	478.130005	490.429993	476.440002
Health	UNH	2022-02-14	475.109985	474.399994	477.73999	469.329987
Health	UNH	2022-02-15	475.940002	478.230011	481.170013	475.200012
Health	UNH	2022-02-16	475.5	480.049988	481.730011	471.399994
Health	UNH	2022-02-17	478.170013	470.339996	479.290009	468.890015
Health	UNH	2022-02-18	470.25	467.809998	474.920013	466.829987
Health	UNH	2022-02-22	463.829987	462.51001	467.190002	457.820007
Health	UNH	2022-02-23	467.190002	459.619995	467.720001	458.839996
Health	UNH	2022-02-24	449.519989	455.890015	456.589996	445.73999
Health	UNH	2022-02-25	456.649994	475.75	475.779999	456.230011
Health	UNH	2022-02-28	465.850006	475.869995	477.309998	465.609985
Health	UNH	2022-03-01	470.890015	476.25	476.959991	467.730011
Health	UNH	2022-03-02	478.190002	485.380005	487.170013	477.890015
Health	UNH	2022-03-03	486.0	486.589996	491.380005	482.220001
Health	UNH	2022-03-04	480.690002	498.649994	499.660004	477.48999
Health	UNH	2022-03-07	500.0	486.869995	500.0	483.019989
Health	UNH	2022-03-08	478.799988	473.459991	484.48999	471.519989
Health	UNH	2022-03-09	482.579987	485.570007	487.720001	473.589996
Health	UNH	2022-03-10	479.329987	491.440002	493.709991	477.829987
Health	UNH	2022-03-11	487.829987	482.869995	493.799988	482.51001
Health	UNH	2022-03-14	490.399994	487.920013	495.589996	485.279999
Health	UNH	2022-03-15	490.0	497.910004	499.940002	487.309998
Health	UNH	2022-03-16	499.829987	498.26001	505.5	490.01001
Health	UNH	2022-03-17	496.0	507.019989	507.119995	495.179993
Health	UNH	2022-03-18	508.73999	506.119995	510.679993	501.559998
Health	UNH	2022-03-21	505.01001	507.660004	513.0	504.359985
Health	UNH	2022-03-22	509.269989	505.320007	511.850006	504.839996
Health	UNH	2022-03-23	502.269989	503.230011	507.059998	501.329987
Health	UNH	2022-03-24	505.0	513.460022	515.780029	503.859985
Health	UNH	2022-03-25	514.190002	513.030029	516.530029	509.23999
Health	UNH	2022-03-28	514.320007	513.200012	517.140015	508.809998
Health	UNH	2022-03-29	517.099976	510.730011	519.590027	507.299988
Health	UNH	2022-03-30	515.109985	520.820007	521.200012	512.47998
Health	UNH	2022-03-31	517.099976	509.970001	521.890015	509.670013
Health	UNH	2022-04-01	510.679993	512.590027	514.780029	506.600006
Health	UNH	2022-04-04	512.210022	510.019989	512.47998	504.529999
Health	UNH	2022-04-05	510.0	517.76001	524.72998	508.0
Health	UNH	2022-04-06	518.219971	531.75	533.52002	518.0
Health	UNH	2022-04-07	530.0	536.950012	538.280029	528.390015
Health	UNH	2022-04-08	539.0	545.960022	548.969971	538.099976
Health	UNH	2022-04-11	543.599976	537.440002	547.609985	536.640015
Health	UNH	2022-04-12	535.409973	533.710022	540.72998	530.780029
Health	UNH	2022-04-13	533.320007	537.0	538.280029	528.619995
Health	UNH	2022-04-14	538.5	534.820007	553.289978	534.070007
Health	UNH	2022-04-18	537.900024	534.080017	541.0	530.380005
Health	UNH	2022-04-19	535.890015	537.700012	542.47998	535.23999
Health	UNH	2022-04-20	542.140015	546.01001	548.359985	539.0
Health	UNH	2022-04-21	545.5	537.440002	548.0	536.030029
Health	UNH	2022-04-22	532.059998	520.940002	533.349976	520.179993
Health	UNH	2022-04-25	520.400024	524.27002	526.26001	511.730011
Health	UNH	2022-04-26	524.23999	513.780029	526.26001	513.51001
Health	UNH	2022-04-27	514.909973	513.809998	520.900024	509.820007
Health	UNH	2022-04-28	516.76001	524.419983	526.280029	513.169983
Health	UNH	2022-04-29	518.849976	508.549988	519.900024	506.959991
Health	UNH	2022-05-02	510.809998	501.149994	513.51001	493.339996
Health	UNH	2022-05-03	501.130005	499.619995	505.519989	497.480011
Health	UNH	2022-05-04	499.5	507.619995	509.769989	493.089996
Health	UNH	2022-05-05	507.209991	494.720001	510.670013	489.230011
Health	UNH	2022-05-06	485.01001	499.619995	501.570007	485.0
Health	UNH	2022-05-09	490.399994	486.420013	494.630005	484.429993
Health	UNH	2022-05-10	493.809998	488.01001	496.350006	481.119995
Health	UNH	2022-05-11	484.390015	486.149994	500.519989	484.390015
Health	UNH	2022-05-12	486.100006	478.799988	486.890015	471.420013
Health	UNH	2022-05-13	480.980011	485.399994	487.0	475.809998
Health	UNH	2022-05-16	485.410004	489.220001	495.559998	484.149994
Health	UNH	2022-05-17	494.0	492.529999	494.720001	488.459991
Health	UNH	2022-05-18	488.26001	471.380005	489.209991	468.359985
Health	UNH	2022-05-19	464.320007	478.549988	481.579987	463.329987
Health	UNH	2022-05-20	481.380005	485.730011	487.470001	472.309998
Health	UNH	2022-05-23	486.290009	492.079987	495.73999	486.290009
Health	UNH	2022-05-24	490.790009	497.559998	498.079987	488.660004
Health	UNH	2022-05-25	498.519989	498.089996	502.309998	491.26001
Health	UNH	2022-05-26	501.73999	502.230011	507.26001	499.410004
Health	UNH	2022-05-27	491.0	507.109985	507.109985	489.390015
Health	UNH	2022-05-31	503.619995	496.779999	504.109985	495.660004
Health	UNH	2022-06-01	498.320007	492.549988	501.380005	487.779999
Health	UNH	2022-06-02	494.0	492.26001	496.149994	482.970001
Health	UNH	2022-06-03	488.329987	485.609985	491.670013	484.899994
Health	UNH	2022-06-06	489.429993	490.179993	493.630005	486.290009
Health	UNH	2022-06-07	489.5	497.100006	497.609985	487.119995
Health	UNH	2022-06-08	494.0	493.529999	497.899994	488.549988
Health	UNH	2022-06-09	492.880005	489.429993	496.459991	487.609985
Health	UNH	2022-06-10	484.799988	484.630005	490.160004	480.929993
Health	UNH	2022-06-13	475.130005	469.700012	481.339996	467.26001
Health	UNH	2022-06-14	467.5	461.75	469.179993	457.420013
Health	UNH	2022-06-15	464.200012	464.329987	469.019989	456.5
Health	UNH	2022-06-16	453.399994	456.089996	457.809998	450.679993
Health	UNH	2022-06-17	450.75	452.059998	461.459991	449.700012
Health	UNH	2022-06-21	457.809998	480.320007	485.119995	457.100006
Health	UNH	2022-06-22	475.720001	489.679993	495.920013	474.540009
Health	UNH	2022-06-23	494.950012	499.809998	503.579987	491.959991
Health	UNH	2022-06-24	499.440002	495.640015	499.76001	486.559998
Health	UNH	2022-06-27	492.829987	505.660004	511.890015	492.579987
Health	UNH	2022-06-28	512.080017	508.440002	518.609985	505.079987
Health	UNH	2022-06-29	508.850006	515.710022	518.700012	506.01001
Health	UNH	2022-06-30	513.549988	513.630005	516.320007	509.720001
Health	UNH	2022-07-01	512.320007	517.400024	517.530029	502.309998
Health	UNH	2022-07-05	507.640015	505.23999	511.0	492.25
Health	UNH	2022-07-06	505.640015	515.289978	517.409973	504.299988
Health	UNH	2022-07-07	515.25	514.380005	517.299988	512.22998
Health	UNH	2022-07-08	512.309998	518.630005	528.369995	511.01001
Health	UNH	2022-07-11	514.859985	516.950012	521.469971	511.809998
Health	UNH	2022-07-12	513.25	514.419983	519.140015	510.619995
Health	UNH	2022-07-13	508.070007	501.23999	511.859985	501.190002
Health	UNH	2022-07-14	495.0	502.429993	505.890015	492.279999
Health	UNH	2022-07-15	526.059998	529.75	531.98999	515.450012
Health	UNH	2022-07-18	531.0	519.369995	532.159973	518.75
Health	UNH	2022-07-19	521.090027	533.450012	533.840027	520.590027
Health	UNH	2022-07-20	533.450012	519.469971	534.049988	515.72998
Health	UNH	2022-07-21	519.390015	522.460022	522.469971	511.140015
Health	UNH	2022-07-22	526.0	521.409973	527.599976	518.400024
Health	UNH	2022-07-25	526.090027	529.469971	532.890015	524.219971
Health	UNH	2022-07-26	533.799988	531.590027	537.640015	531.030029
Health	UNH	2022-07-27	533.539978	534.609985	537.859985	528.039978
Health	UNH	2022-07-28	537.48999	541.48999	544.340027	531.73999
Health	UNH	2022-07-29	540.01001	542.340027	543.849976	536.690002
Health	UNH	2022-08-01	542.27002	535.380005	543.650024	531.0
Health	UNH	2022-08-02	537.549988	535.460022	540.530029	531.719971
Health	UNH	2022-08-03	537.26001	540.650024	543.619995	535.690002
Health	UNH	2022-08-04	539.289978	533.75	540.429993	532.76001
Health	UNH	2022-08-05	530.0	535.059998	535.5	527.559998
Health	UNH	2022-08-08	539.909973	536.599976	541.299988	533.419983
Health	UNH	2022-08-09	540.0	537.26001	545.73999	536.380005
Health	UNH	2022-08-10	540.26001	537.719971	541.97998	533.809998
Health	UNH	2022-08-11	538.23999	532.859985	538.630005	529.669983
Health	UNH	2022-08-12	535.609985	543.700012	544.400024	534.450012
Health	UNH	2022-08-15	541.669983	544.640015	547.210022	538.559998
Health	UNH	2022-08-16	545.210022	546.119995	547.440002	542.390015
Health	UNH	2022-08-17	545.23999	545.0	547.789978	541.570007
Health	UNH	2022-08-18	545.01001	545.219971	548.130005	541.820007
Health	UNH	2022-08-19	545.5	548.320007	553.130005	544.820007
Health	UNH	2022-08-22	541.390015	544.570007	549.52002	541.349976
Health	UNH	2022-08-23	543.289978	535.799988	543.289978	533.210022
Health	UNH	2022-08-24	536.679993	536.460022	539.859985	535.02002
Health	UNH	2022-08-25	535.01001	541.570007	542.02002	531.25
Health	UNH	2022-08-26	542.26001	529.25	543.190002	528.219971
Health	UNH	2022-08-29	526.0	529.77002	532.900024	522.869995
Health	UNH	2022-08-30	530.409973	522.840027	531.090027	521.789978
Health	UNH	2022-08-31	520.820007	519.330017	527.099976	519.159973
Health	UNH	2022-09-01	519.330017	524.0	524.26001	515.090027
Health	UNH	2022-09-02	529.619995	516.349976	529.789978	513.809998
Health	UNH	2022-09-06	519.929993	517.679993	527.450012	516.919983
Health	UNH	2022-09-07	517.0	521.679993	523.5	514.679993
Health	UNH	2022-09-08	520.950012	527.51001	528.48999	518.809998
Health	UNH	2022-09-09	527.830017	524.340027	527.830017	522.580017
Health	UNH	2022-09-12	525.0	531.25	535.02002	522.5
Health	UNH	2022-09-13	524.0	513.960022	525.26001	511.970001
Health	UNH	2022-09-14	514.0	509.769989	515.380005	506.100006
Health	UNH	2022-09-15	516.299988	522.909973	527.97998	514.140015
Health	UNH	2022-09-16	518.52002	521.02002	522.820007	517.080017
Health	UNH	2022-09-19	518.590027	523.549988	524.0	512.969971
Health	UNH	2022-09-20	524.23999	522.799988	524.669983	514.809998
Health	UNH	2022-09-21	525.030029	512.080017	528.01001	512.02002
Health	UNH	2022-09-22	511.029999	517.460022	520.969971	506.109985
Health	UNH	2022-09-23	513.559998	513.609985	514.659973	506.380005
Health	UNH	2022-09-26	507.390015	508.359985	512.570007	499.0
Health	UNH	2022-09-27	510.369995	508.369995	516.789978	503.579987
Health	UNH	2022-09-28	506.480011	513.940002	516.27002	500.799988
Health	UNH	2022-09-29	514.77002	508.829987	514.77002	502.470001
Health	UNH	2022-09-30	511.100006	505.040009	516.549988	504.839996
Health	UNH	2022-10-03	507.079987	515.51001	517.809998	505.399994
Health	UNH	2022-10-04	518.349976	523.169983	524.590027	516.830017
Health	UNH	2022-10-05	521.0	527.070007	529.349976	520.130005
Health	UNH	2022-10-06	528.330017	519.130005	528.580017	516.73999
Health	UNH	2022-10-07	514.169983	504.850006	514.169983	501.059998
Health	UNH	2022-10-10	505.600006	498.859985	506.309998	495.019989
Health	UNH	2022-10-11	496.970001	499.809998	506.829987	495.179993
Health	UNH	2022-10-12	502.130005	499.959991	508.25	498.209991
Health	UNH	2022-10-13	493.450012	509.910004	513.469971	487.73999
Health	UNH	2022-10-14	520.0	513.130005	529.909973	511.929993
Health	UNH	2022-10-17	517.73999	521.880005	524.309998	515.280029
Health	UNH	2022-10-18	532.0	522.210022	532.0	518.330017
Health	UNH	2022-10-19	521.73999	520.320007	523.820007	514.599976
Health	UNH	2022-10-20	523.049988	520.880005	529.419983	519.780029
Health	UNH	2022-10-21	518.059998	533.72998	536.530029	518.01001
Health	UNH	2022-10-24	538.070007	541.599976	546.47998	537.799988
Health	UNH	2022-10-25	537.789978	540.219971	543.919983	533.900024
Health	UNH	2022-10-26	541.380005	543.169983	547.640015	540.210022
Health	UNH	2022-10-27	546.52002	541.799988	546.52002	539.76001
Health	UNH	2022-10-28	544.969971	551.23999	553.0	543.690002
Health	UNH	2022-10-31	555.0	555.150024	558.099976	550.130005
Health	UNH	2022-11-01	555.0	547.309998	555.690002	544.219971
Health	UNH	2022-11-02	544.409973	543.429993	554.580017	543.070007
Health	UNH	2022-11-03	541.73999	543.609985	547.869995	538.130005
Health	UNH	2022-11-04	547.049988	538.169983	547.76001	527.140015
Health	UNH	2022-11-07	538.169983	545.02002	546.950012	535.469971
Health	UNH	2022-11-08	547.049988	553.049988	554.799988	542.0
Health	UNH	2022-11-09	553.780029	540.659973	554.609985	539.440002
Health	UNH	2022-11-10	548.929993	544.169983	551.700012	533.950012
Health	UNH	2022-11-11	546.280029	522.080017	546.280029	509.649994
Health	UNH	2022-11-14	522.0	513.75	528.97998	513.409973
Health	UNH	2022-11-15	512.809998	503.01001	516.640015	500.769989
Health	UNH	2022-11-16	505.890015	511.519989	514.130005	505.470001
Health	UNH	2022-11-17	512.159973	515.309998	526.97998	512.159973
Health	UNH	2022-11-18	522.119995	530.0	533.0	519.460022
